C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_393.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_393.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_393.jpg,-0.03773585,1,0,30.19027
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_460.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_460.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_460.jpg,-0.03773585,1,0,30.19028
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_529.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_529.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_529.jpg,-0.03773585,1,0,30.19028
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_596.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_596.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_596.jpg,-0.04716982,1,0,30.1901
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_662.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_662.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_662.jpg,-0.06603774,1,0,30.18981
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_732.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_732.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_732.jpg,-0.06603774,1,0,30.18999
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_799.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_799.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_799.jpg,-0.06603774,1,0,30.18961
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_866.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_866.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_866.jpg,-0.06603774,1,0,30.19012
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_43_934.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_43_934.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_43_934.jpg,-0.06603774,1,0,30.19015
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_002.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_002.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_002.jpg,-0.06603774,1,0,30.19017
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_070.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_070.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_070.jpg,-0.08490566,1,0,30.18977
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_138.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_138.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_138.jpg,-0.08490566,1,0,30.18991
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_206.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_206.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_206.jpg,-0.08490566,1,0,30.18998
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_273.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_273.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_273.jpg,-0.08490566,1,0,30.19005
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_342.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_342.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_342.jpg,-0.08490566,1,0,30.19007
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_408.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_408.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_408.jpg,-0.08490566,1,0,30.1901
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_475.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_475.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_475.jpg,-0.08490566,1,0,30.19012
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_544.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_544.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_544.jpg,-0.08490566,1,0,30.19016
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_611.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_611.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_611.jpg,-0.06603774,1,0,30.19036
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_680.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_680.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_680.jpg,-0.05660377,1,0,30.19063
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_748.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_748.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_748.jpg,-0.05660377,1,0,30.1904
C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\center_2018_01_14_21_34_44_816.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\left_2018_01_14_21_34_44_816.jpg,C:\Users\James\Documents\GitHub\CarND-Behavioral-Cloning-P3\mydata\IMG\right_2018_01_14_21_34_44_816.jpg,-0.05660377,1,0,30.19034
